date,metal,price
2016-12-21,silver,15.94
2016-12-22,gold,1128.28
2016-12-22,silver,15.79
2016-12-23,gold,1131.77
2016-12-23,silver,15.73
2016-12-27,gold,1138.81
2016-12-27,silver,15.97
2016-12-28,gold,1141.50
2016-12-28,silver,16.01
2016-12-29,gold,1158.12
2016-12-29,silver,16.17
2016-12-30,gold,1150.91
2016-12-30,silver,15.95
2017-01-03,gold,1158.82
2017-01-03,silver,16.29
2017-01-04,gold,1163.53
2017-01-04,silver,16.42
2017-01-05,gold,1180.46
2017-01-05,silver,16.59
2017-01-06,gold,1172.30
2017-01-06,silver,16.48
2017-01-09,gold,1181.00
2017-01-09,silver,16.56
2017-01-10,gold,1187.70
2017-01-10,silver,16.79
2017-01-11,gold,1191.50
2017-01-11,silver,16.73
2017-01-12,gold,1195.80
2017-01-12,silver,16.78
2017-01-13,gold,1198.39
2017-01-13,silver,16.81
2017-01-16,gold,1203.18
2017-01-16,silver,16.81
2017-01-17,gold,1217.15
2017-01-17,silver,17.20
2017-01-18,gold,1204.29
2017-01-18,silver,17.07
2017-01-19,gold,1204.53
2017-01-19,silver,17.02
2017-01-20,gold,1207.68
2017-01-20,silver,17.08
2017-01-23,gold,1218.22
2017-01-23,silver,17.25
2017-01-24,gold,1208.86
2017-01-24,silver,17.10
2017-01-25,gold,1200.67
2017-01-25,silver,17.00
2017-01-26,gold,1188.95
2017-01-26,silver,16.80
2017-01-27,gold,1190.91
2017-01-27,silver,17.14
2017-01-30,gold,1195.51
2017-01-30,silver,17.12
2017-01-31,gold,1210.61
2017-01-31,silver,17.56
2017-02-01,gold,1209.65
2017-02-01,silver,17.54
2017-02-02,gold,1215.78
2017-02-02,silver,17.47
2017-02-03,gold,1219.27
2017-02-03,silver,17.48
2017-02-06,gold,1235.45
2017-02-06,silver,17.73
2017-02-07,gold,1233.75
2017-02-07,silver,17.71
2017-02-08,gold,1241.51
2017-02-08,silver,17.78
2017-02-09,gold,1230.91
2017-02-09,silver,17.65
2017-02-10,gold,1233.81
2017-02-10,silver,17.94
2017-02-13,gold,1225.33
2017-02-13,silver,17.83
2017-02-14,gold,1228.09
2017-02-14,silver,17.96
2017-02-15,gold,1233.67
2017-02-15,silver,17.98
2017-02-16,gold,1239.10
2017-02-16,silver,18.11
2017-02-17,gold,1236.12
2017-02-17,silver,18.01
2017-02-20,gold,1237.82
2017-02-20,silver,18.07
2017-02-21,gold,1235.78
2017-02-21,silver,17.97
2017-02-22,gold,1237.49
2017-02-22,silver,18.03
2017-02-23,gold,1249.63
2017-02-23,silver,18.19
2017-02-24,gold,1256.68
2017-02-24,silver,18.35
2017-02-27,gold,1253.04
2017-02-27,silver,18.27
2017-02-28,gold,1248.89
2017-02-28,silver,18.31
2017-03-01,gold,1248.87
2017-03-01,silver,18.42
2017-03-02,gold,1234.46
2017-03-02,silver,17.79
2017-03-03,gold,1234.30
2017-03-03,silver,17.94
2017-03-06,gold,1225.47
2017-03-06,silver,17.78
2017-03-07,gold,1216.84
2017-03-07,silver,17.51
2017-03-08,gold,1207.51
2017-03-08,silver,17.23
2017-03-09,gold,1203.29
2017-03-09,silver,16.96
2017-03-10,gold,1204.45
2017-03-10,silver,17.03
2017-03-13,gold,1203.95
2017-03-13,silver,16.98
2017-03-14,gold,1198.94
2017-03-14,silver,16.89
2017-03-15,gold,1218.47
2017-03-15,silver,17.30
2017-03-16,gold,1227.30
2017-03-16,silver,17.34
2017-03-17,gold,1229.42
2017-03-17,silver,17.40
2017-03-20,gold,1234.51
2017-03-20,silver,17.43
2017-03-21,gold,1244.59
2017-03-21,silver,17.56
2017-03-22,gold,1248.43
2017-03-22,silver,17.54
2017-03-23,gold,1244.46
2017-03-23,silver,17.58
2017-03-24,gold,1243.73
2017-03-24,silver,17.77
2017-03-27,gold,1254.47
2017-03-27,silver,18.10
2017-03-28,gold,1251.90
2017-03-28,silver,18.20
2017-03-29,gold,1253.70
2017-03-29,silver,18.24
2017-03-30,gold,1242.34
2017-03-30,silver,18.12
2017-03-31,gold,1247.31
2017-03-31,silver,18.21
2017-04-03,gold,1253.55
2017-04-03,silver,18.26
2017-04-04,gold,1256.27
2017-04-04,silver,18.33
2017-04-05,gold,1255.52
2017-04-05,silver,18.31
2017-04-06,gold,1251.49
2017-04-06,silver,18.26
2017-04-07,gold,1254.75
2017-04-07,silver,18.00
2017-04-10,gold,1254.14
2017-04-10,silver,17.95
2017-04-11,gold,1273.57
2017-04-11,silver,18.33
2017-04-12,gold,1287.06
2017-04-12,silver,18.47
2017-04-13,gold,1286.99
2017-04-13,silver,18.54
2017-04-17,gold,1285.16
2017-04-17,silver,18.43
2017-04-18,gold,1289.63
2017-04-18,silver,18.30
2017-04-19,gold,1279.96
2017-04-19,silver,18.16
2017-04-20,gold,1282.18
2017-04-20,silver,18.03
2017-04-21,gold,1284.94
2017-04-21,silver,17.96
2017-04-24,gold,1276.01
2017-04-24,silver,17.94
2017-04-25,gold,1263.92
2017-04-25,silver,17.60
2017-04-26,gold,1268.23
2017-04-26,silver,17.51
2017-04-27,gold,1264.65
2017-04-27,silver,17.27
2017-04-28,gold,1268.16
2017-04-28,silver,17.23
2017-05-01,gold,1256.15
2017-05-01,silver,16.85
2017-05-02,gold,1256.95
2017-05-02,silver,16.84
2017-05-03,gold,1237.56
2017-05-03,silver,16.48
2017-05-04,gold,1227.89
2017-05-04,silver,16.33
2017-05-05,gold,1229.41
2017-05-05,silver,16.36
2017-05-08,gold,1225.51
2017-05-08,silver,16.23
2017-05-09,gold,1221.11
2017-05-09,silver,16.19
2017-05-10,gold,1219.34
2017-05-10,silver,16.21
2017-05-11,gold,1224.98
2017-05-11,silver,16.34
2017-05-12,gold,1228.01
2017-05-12,silver,16.45
2017-05-15,gold,1231.06
2017-05-15,silver,16.63
2017-05-16,gold,1236.78
2017-05-16,silver,16.85
2017-05-17,gold,1261.91
2017-05-17,silver,16.90
2017-05-18,gold,1246.88
2017-05-18,silver,16.58
2017-05-19,gold,1255.14
2017-05-19,silver,16.85
2017-05-22,gold,1260.65
2017-05-22,silver,17.17
2017-05-23,gold,1251.44
2017-05-23,silver,17.06
2017-05-24,gold,1259.86
2017-05-24,silver,17.23
2017-05-25,gold,1254.99
2017-05-25,silver,17.17
2017-05-26,gold,1267.36
2017-05-26,silver,17.34
2017-05-29,gold,1266.88
2017-05-29,silver,17.42
2017-05-30,gold,1262.35
2017-05-30,silver,17.40
2017-05-31,gold,1268.58
2017-05-31,silver,17.34
2017-06-01,gold,1265.11
2017-06-01,silver,17.30
2017-06-02,gold,1278.29
2017-06-02,silver,17.53
2017-06-05,gold,1276.57
2017-06-05,silver,17.56
2017-06-06,gold,1293.83
2017-06-06,silver,17.71
2017-06-07,gold,1287.49
2017-06-07,silver,17.60
2017-06-08,gold,1277.27
2017-06-08,silver,17.44
2017-06-09,gold,1267.65
2017-06-09,silver,17.23
2017-06-12,gold,1266.19
2017-06-12,silver,16.97
2017-06-13,gold,1266.31
2017-06-13,silver,16.85
2017-06-14,gold,1261.26
2017-06-14,silver,16.92
2017-06-15,gold,1254.89
2017-06-15,silver,16.76
2017-06-16,gold,1254.55
2017-06-16,silver,16.70
2017-06-19,gold,1244.36
2017-06-19,silver,16.51
2017-06-20,gold,1243.68
2017-06-20,silver,16.46
2017-06-21,gold,1247.68
2017-06-21,silver,16.50
2017-06-22,gold,1250.58
2017-06-22,silver,16.55
2017-06-23,gold,1255.86
2017-06-23,silver,16.70
2017-06-26,gold,1245.31
2017-06-26,silver,16.61
2017-06-27,gold,1247.63
2017-06-27,silver,16.67
2017-06-28,gold,1249.49
2017-06-28,silver,16.80
2017-06-29,gold,1244.72
2017-06-29,silver,16.63
2017-06-30,gold,1241.38
2017-06-30,silver,16.62
2017-07-03,gold,1219.22
2017-07-03,silver,16.16
2017-07-04,gold,1223.98
2017-07-04,silver,16.08
2017-07-05,gold,1227.35
2017-07-05,silver,16.09
2017-07-06,gold,1224.60
2017-07-06,silver,16.06
2017-07-07,gold,1211.97
2017-07-07,silver,15.57
2017-07-10,gold,1214.39
2017-07-10,silver,15.67
2017-07-11,gold,1218.18
2017-07-11,silver,15.85
2017-07-12,gold,1218.29
2017-07-12,silver,15.92
2017-07-13,gold,1217.57
2017-07-13,silver,15.71
2017-07-14,gold,1228.47
2017-07-14,silver,15.96
2017-07-17,gold,1234.10
2017-07-17,silver,16.12
2017-07-18,gold,1242.40
2017-07-18,silver,16.29
2017-07-19,gold,1240.26
2017-07-19,silver,16.27
2017-07-20,gold,1244.00
2017-07-20,silver,16.34
2017-07-21,gold,1254.29
2017-07-21,silver,16.49
2017-07-24,gold,1255.08
2017-07-24,silver,16.49
2017-07-25,gold,1250.10
2017-07-25,silver,16.50
2017-07-26,gold,1261.31
2017-07-26,silver,16.64
2017-07-27,gold,1258.65
2017-07-27,silver,16.58
2017-07-28,gold,1269.18
2017-07-28,silver,16.73
2017-07-31,gold,1269.40
2017-07-31,silver,16.83
2017-08-01,gold,1268.66
2017-08-01,silver,16.71
2017-08-02,gold,1266.65
2017-08-02,silver,16.58
2017-08-03,gold,1267.92
2017-08-03,silver,16.66
2017-08-04,gold,1258.82
2017-08-04,silver,16.28
2017-08-07,gold,1257.18
2017-08-07,silver,16.29
2017-08-08,gold,1260.28
2017-08-08,silver,16.45
2017-08-09,gold,1277.37
2017-08-09,silver,16.95
2017-08-10,gold,1286.56
2017-08-10,silver,17.12
2017-08-11,gold,1290.96
2017-08-11,silver,17.12
2017-08-14,gold,1282.04
2017-08-14,silver,17.08
2017-08-15,gold,1271.50
2017-08-15,silver,16.63
2017-08-16,gold,1283.15
2017-08-16,silver,17.13
2017-08-17,gold,1287.53
2017-08-17,silver,17.04
2017-08-18,gold,1286.60
2017-08-18,silver,17.04
2017-08-21,gold,1291.98
2017-08-21,silver,17.02
2017-08-22,gold,1285.05
2017-08-22,silver,16.99
2017-08-23,gold,1290.75
2017-08-23,silver,17.10
2017-08-24,gold,1288.18
2017-08-24,silver,16.98
2017-08-25,gold,1291.08
2017-08-25,silver,17.04
2017-08-28,gold,1310.84
2017-08-28,silver,17.44
2017-08-29,gold,1309.86
2017-08-29,silver,17.40
2017-08-30,gold,1308.41
2017-08-30,silver,17.44
2017-08-31,gold,1320.64
2017-08-31,silver,17.58
2017-09-01,gold,1325.67
2017-09-01,silver,17.71
2017-09-04,gold,1334.38
2017-09-04,silver,17.91
2017-09-05,gold,1339.68
2017-09-05,silver,17.89
2017-09-06,gold,1334.29
2017-09-06,silver,17.87
2017-09-07,gold,1349.20
2017-09-07,silver,18.13
2017-09-08,gold,1346.54
2017-09-08,silver,18.01
2017-09-11,gold,1328.15
2017-09-11,silver,17.80
2017-09-12,gold,1332.00
2017-09-12,silver,17.91
2017-09-13,gold,1324.14
2017-09-13,silver,17.78
2017-09-14,gold,1328.97
2017-09-14,silver,17.79
2017-09-15,gold,1320.91
2017-09-15,silver,17.61
2017-09-18,gold,1307.22
2017-09-18,silver,17.22
2017-09-19,gold,1311.15
2017-09-19,silver,17.32
2017-09-20,gold,1300.93
2017-09-20,silver,17.19
2017-09-21,gold,1291.98
2017-09-21,silver,16.96
2017-09-22,gold,1297.19
2017-09-22,silver,16.99
2017-09-25,gold,1310.78
2017-09-25,silver,17.19
2017-09-26,gold,1293.11
2017-09-26,silver,16.82
2017-09-27,gold,1282.82
2017-09-27,silver,16.77
2017-09-28,gold,1286.00
2017-09-28,silver,16.88
2017-09-29,gold,1280.59
2017-09-29,silver,16.66
2017-10-02,gold,1271.14
2017-10-02,silver,16.59
2017-10-03,gold,1271.65
2017-10-03,silver,16.64
2017-10-04,gold,1274.24
2017-10-04,silver,16.58
2017-10-05,gold,1268.37
2017-10-05,silver,16.60
2017-10-06,gold,1274.88
2017-10-06,silver,16.79
2017-10-09,gold,1283.55
2017-10-09,silver,16.97
2017-10-10,gold,1288.05
2017-10-10,silver,17.12
2017-10-11,gold,1291.75
2017-10-11,silver,17.17
2017-10-12,gold,1294.41
2017-10-12,silver,17.25
2017-10-13,gold,1303.50
2017-10-13,silver,17.40
2017-10-16,gold,1295.79
2017-10-16,silver,17.23
2017-10-17,gold,1285.70
2017-10-17,silver,17.03
2017-10-18,gold,1281.58
2017-10-18,silver,16.99
2017-10-19,gold,1289.86
2017-10-19,silver,17.25
2017-10-20,gold,1280.68
2017-10-20,silver,17.04
2017-10-23,gold,1281.50
2017-10-23,silver,17.07
2017-10-24,gold,1276.78
2017-10-24,silver,16.94
2017-10-25,gold,1276.98
2017-10-25,silver,16.94
2017-10-26,gold,1267.56
2017-10-26,silver,16.81
2017-10-27,gold,1273.25
2017-10-27,silver,16.85
2017-10-30,gold,1276.22
2017-10-30,silver,16.84
2017-10-31,gold,1271.31
2017-10-31,silver,16.71
2017-11-01,gold,1274.71
2017-11-01,silver,17.14
2017-11-02,gold,1278.61
2017-11-02,silver,17.12
2017-11-03,gold,1269.96
2017-11-03,silver,16.85
2017-11-06,gold,1281.38
2017-11-06,silver,17.21
2017-11-07,gold,1274.69
2017-11-07,silver,16.94
2017-11-08,gold,1281.55
2017-11-08,silver,17.04
2017-11-09,gold,1285.83
2017-11-09,silver,17.00
2017-11-10,gold,1275.90
2017-11-10,silver,16.90
2017-11-13,gold,1277.67
2017-11-13,silver,17.05
2017-11-14,gold,1278.37
2017-11-14,silver,17.03
2017-11-15,gold,1278.21
2017-11-15,silver,17.00
2017-11-16,gold,1278.86
2017-11-16,silver,17.07
2017-11-17,gold,1293.76
2017-11-17,silver,17.29
2017-11-20,gold,1276.78
2017-11-20,silver,16.91
2017-11-21,gold,1280.52
2017-11-21,silver,16.97
2017-11-22,gold,1292.09
2017-11-22,silver,17.15
2017-11-23,gold,1291.17
2017-11-23,silver,17.10
2017-11-24,gold,1288.59
2017-11-24,silver,17.04
2017-11-27,gold,1294.50
2017-11-27,silver,17.05
2017-11-28,gold,1293.95
2017-11-28,silver,16.86
2017-11-29,gold,1283.84
2017-11-29,silver,16.54
2017-11-30,gold,1274.87
2017-11-30,silver,16.44
2017-12-01,gold,1280.78
2017-12-01,silver,16.46
2017-12-04,gold,1276.13
2017-12-04,silver,16.33
2017-12-05,gold,1265.96
2017-12-05,silver,16.10
2017-12-06,gold,1263.31
2017-12-06,silver,15.96
2017-12-07,gold,1247.20
2017-12-07,silver,15.72
2017-12-08,gold,1248.02
2017-12-08,silver,15.85
2017-12-11,gold,1242.10
2017-12-11,silver,15.71
2017-12-12,gold,1244.56
2017-12-12,silver,15.74
2017-12-13,gold,1255.49
2017-12-13,silver,16.08
2017-12-14,gold,1252.88
2017-12-14,silver,15.90
2017-12-15,gold,1255.77
2017-12-15,silver,16.05
2017-12-18,gold,1262.30
2017-12-18,silver,16.15
2017-12-19,gold,1261.75
2017-12-19,silver,16.14
2017-12-20,gold,1265.54
2017-12-20,silver,16.18
2017-12-21,gold,1266.62
2017-12-21,silver,16.13
2017-12-22,gold,1274.12
2017-12-22,silver,16.33
2017-12-26,gold,1282.95
2017-12-26,silver,16.55
2017-12-27,gold,1287.15
2017-12-27,silver,16.69
2017-12-28,gold,1294.96
2017-12-28,silver,16.86
2017-12-29,gold,1303.33
2017-12-29,silver,16.95
2018-01-02,gold,1317.63
2018-01-02,silver,17.18
2018-01-03,gold,1313.15
2018-01-03,silver,17.13
2018-01-04,gold,1322.67
2018-01-04,silver,17.22
2018-01-05,gold,1320.50
2018-01-05,silver,17.21
2018-01-08,gold,1320.44
2018-01-08,silver,17.14
2018-01-09,gold,1312.79
2018-01-09,silver,16.97
2018-01-10,gold,1316.99
2018-01-10,silver,16.97
2018-01-11,gold,1322.41
2018-01-11,silver,17.00
2018-01-12,gold,1338.15
2018-01-12,silver,17.26
2018-01-15,gold,1340.15
2018-01-15,silver,17.35
2018-01-16,gold,1338.43
2018-01-16,silver,17.20
2018-01-17,gold,1326.98
2018-01-17,silver,17.00
2018-01-18,gold,1327.05
2018-01-18,silver,16.95
2018-01-19,gold,1332.28
2018-01-19,silver,17.03
2018-01-22,gold,1333.94
2018-01-22,silver,17.02
2018-01-23,gold,1341.29
2018-01-23,silver,17.05
2018-01-24,gold,1358.52
2018-01-24,silver,17.56
2018-01-25,gold,1348.06
2018-01-25,silver,17.31
2018-01-26,gold,1349.64
2018-01-26,silver,17.41
2018-01-29,gold,1340.40
2018-01-29,silver,17.17
2018-01-30,gold,1338.67
2018-01-30,silver,17.13
2018-01-31,gold,1345.13
2018-01-31,silver,17.34
2018-02-01,gold,1348.69
2018-02-01,silver,17.23
2018-02-02,gold,1331.97
2018-02-02,silver,16.59
2018-02-05,gold,1339.57
2018-02-05,silver,16.73
2018-02-06,gold,1324.25
2018-02-06,silver,16.64
2018-02-07,gold,1318.47
2018-02-07,silver,16.38
2018-02-08,gold,1318.75
2018-02-08,silver,16.42
2018-02-09,gold,1314.84
2018-02-09,silver,16.32
2018-02-12,gold,1322.71
2018-02-12,silver,16.55
2018-02-13,gold,1329.57
2018-02-13,silver,16.58
2018-02-14,gold,1350.61
2018-02-14,silver,16.86
2018-02-15,gold,1353.58
2018-02-15,silver,16.86
2018-02-16,gold,1348.76
2018-02-16,silver,16.69
2018-02-19,gold,1346.74
2018-02-19,silver,16.67
2018-02-20,gold,1329.20
2018-02-20,silver,16.45
2018-02-21,gold,1324.62
2018-02-21,silver,16.51
2018-02-22,gold,1331.56
2018-02-22,silver,16.62
2018-02-23,gold,1329.32
2018-02-23,silver,16.53
2018-02-26,gold,1333.34
2018-02-26,silver,16.66
2018-02-27,gold,1318.37
2018-02-27,silver,16.43
2018-02-28,gold,1318.23
2018-02-28,silver,16.41
2018-03-01,gold,1317.10
2018-03-01,silver,16.47
2018-03-02,gold,1321.95
2018-03-02,silver,16.52
2018-03-05,gold,1320.42
2018-03-05,silver,16.44
2018-03-06,gold,1334.58
2018-03-06,silver,16.76
2018-03-07,gold,1325.62
2018-03-07,silver,16.50
2018-03-08,gold,1322.05
2018-03-08,silver,16.50
2018-03-09,gold,1323.45
2018-03-09,silver,16.59
2018-03-12,gold,1323.00
2018-03-12,silver,16.54
2018-03-13,gold,1324.97
2018-03-13,silver,16.60
2018-03-14,gold,1325.50
2018-03-14,silver,16.55
2018-03-15,gold,1317.35
2018-03-15,silver,16.41
2018-03-16,gold,1313.77
2018-03-16,silver,16.33
2018-03-19,gold,1317.14
2018-03-19,silver,16.33
2018-03-20,gold,1311.20
2018-03-20,silver,16.20
2018-03-21,gold,1332.97
2018-03-21,silver,16.57
2018-03-22,gold,1330.22
2018-03-22,silver,16.39
2018-03-23,gold,1347.40
2018-03-23,silver,16.56
2018-03-26,gold,1353.52
2018-03-26,silver,16.70
2018-03-27,gold,1344.65
2018-03-27,silver,16.53
2018-03-28,gold,1325.04
2018-03-28,silver,16.30
2018-03-29,gold,1325.43
2018-03-29,silver,16.36
2018-04-02,gold,1341.31
2018-04-02,silver,16.60
2018-04-03,gold,1332.78
2018-04-03,silver,16.42
2018-04-04,gold,1333.38
2018-04-04,silver,16.32
2018-04-05,gold,1326.62
2018-04-05,silver,16.40
2018-04-06,gold,1333.45
2018-04-06,silver,16.37
2018-04-09,gold,1336.28
2018-04-09,silver,16.50
2018-04-10,gold,1339.48
2018-04-10,silver,16.57
2018-04-11,gold,1353.34
2018-04-11,silver,16.67
2018-04-12,gold,1335.15
2018-04-12,silver,16.47
2018-04-13,gold,1344.40
2018-04-13,silver,16.64
2018-04-16,gold,1345.68
2018-04-16,silver,16.67
2018-04-17,gold,1347.29
2018-04-17,silver,16.78
2018-04-18,gold,1349.39
2018-04-18,silver,17.20
2018-04-19,gold,1345.71
2018-04-19,silver,17.25
2018-04-20,gold,1335.66
2018-04-20,silver,17.13
2018-04-23,gold,1324.84
2018-04-23,silver,16.62
2018-04-24,gold,1330.35
2018-04-24,silver,16.72
2018-04-25,gold,1323.20
2018-04-25,silver,16.56
2018-04-26,gold,1316.93
2018-04-26,silver,16.51
2018-04-27,gold,1323.61
2018-04-27,silver,16.53
2018-04-30,gold,1315.93
2018-04-30,silver,16.33
2018-05-01,gold,1304.21
2018-05-01,silver,16.16
2018-05-02,gold,1305.72
2018-05-02,silver,16.39
2018-05-03,gold,1312.75
2018-05-03,silver,16.44
2018-05-04,gold,1314.34
2018-05-04,silver,16.52
2018-05-07,gold,1314.78
2018-05-07,silver,16.48
2018-05-08,gold,1313.25
2018-05-08,silver,16.47
2018-05-09,gold,1313.17
2018-05-09,silver,16.51
2018-05-10,gold,1320.67
2018-05-10,silver,16.72
2018-05-11,gold,1319.28
2018-05-11,silver,16.68
2018-05-14,gold,1314.11
2018-05-14,silver,16.52
2018-05-15,gold,1291.41
2018-05-15,silver,16.27
2018-05-16,gold,1290.38
2018-05-16,silver,16.37
2018-05-17,gold,1290.74
2018-05-17,silver,16.43
2018-05-18,gold,1291.89
2018-05-18,silver,16.43
2018-05-21,gold,1292.54
2018-05-21,silver,16.52
2018-05-22,gold,1291.62
2018-05-22,silver,16.53
2018-05-23,gold,1294.17
2018-05-23,silver,16.46
2018-05-24,gold,1304.48
2018-05-24,silver,16.65
2018-05-25,gold,1300.11
2018-05-25,silver,16.49
2018-05-28,gold,1297.70
2018-05-28,silver,16.47
2018-05-29,gold,1299.14
2018-05-29,silver,16.36
2018-05-30,gold,1300.43
2018-05-30,silver,16.51
2018-05-31,gold,1298.46
2018-05-31,silver,16.42
2018-06-01,gold,1293.65
2018-06-01,silver,16.40
2018-06-04,gold,1293.10
2018-06-04,silver,16.43
2018-06-05,gold,1295.02
2018-06-05,silver,16.49
2018-06-06,gold,1296.78
2018-06-06,silver,16.66
2018-06-07,gold,1294.43
2018-06-07,silver,16.70
2018-06-08,gold,1298.53
2018-06-08,silver,16.77
2018-06-11,gold,1300.39
2018-06-11,silver,16.93
2018-06-12,gold,1297.72
2018-06-12,silver,16.86
2018-06-13,gold,1299.50
2018-06-13,silver,17.04
2018-06-14,gold,1303.06
2018-06-14,silver,17.14
2018-06-15,gold,1279.97
2018-06-15,silver,16.56
2018-06-18,gold,1277.64
2018-06-18,silver,16.47
2018-06-19,gold,1275.37
2018-06-19,silver,16.29
2018-06-20,gold,1268.94
2018-06-20,silver,16.28
2018-06-21,gold,1266.47
2018-06-21,silver,16.33
2018-06-22,gold,1270.23
2018-06-22,silver,16.46
2018-06-25,gold,1265.53
2018-06-25,silver,16.33
2018-06-26,gold,1259.75
2018-06-26,silver,16.29
2018-06-27,gold,1252.93
2018-06-27,silver,16.05
2018-06-28,gold,1249.32
2018-06-28,silver,16.01
2018-06-29,gold,1252.55
2018-06-29,silver,16.09
2018-07-02,gold,1242.51
2018-07-02,silver,15.85
2018-07-03,gold,1252.12
2018-07-03,silver,16.03
2018-07-04,gold,1256.98
2018-07-04,silver,16.09
2018-07-05,gold,1257.41
2018-07-05,silver,16.06
2018-07-06,gold,1254.99
2018-07-06,silver,16.03
2018-07-09,gold,1258.23
2018-07-09,silver,16.09
2018-07-10,gold,1256.27
2018-07-10,silver,16.06
2018-07-11,gold,1242.39
2018-07-11,silver,15.81
2018-07-12,gold,1247.21
2018-07-12,silver,15.95
2018-07-13,gold,1241.67
2018-07-13,silver,15.81
2018-07-16,gold,1240.71
2018-07-16,silver,15.81
2018-07-17,gold,1228.16
2018-07-17,silver,15.57
2018-07-18,gold,1226.78
2018-07-18,silver,15.56
2018-07-19,gold,1222.92
2018-07-19,silver,15.31
2018-07-20,gold,1230.99
2018-07-20,silver,15.52
2018-07-23,gold,1225.92
2018-07-23,silver,15.40
2018-07-24,gold,1224.36
2018-07-24,silver,15.45
2018-07-25,gold,1232.77
2018-07-25,silver,15.61
2018-07-26,gold,1223.76
2018-07-26,silver,15.38
2018-07-27,gold,1223.56
2018-07-27,silver,15.50
2018-07-30,gold,1222.56
2018-07-30,silver,15.51
2018-07-31,gold,1222.92
2018-07-31,silver,15.51
2018-08-01,gold,1215.39
2018-08-01,silver,15.39
2018-08-02,gold,1208.59
2018-08-02,silver,15.32
2018-08-03,gold,1213.69
2018-08-03,silver,15.42
2018-08-06,gold,1206.17
2018-08-06,silver,15.31
2018-08-07,gold,1212.58
2018-08-07,silver,15.38
2018-08-08,gold,1211.75
2018-08-08,silver,15.41
2018-08-09,gold,1212.48
2018-08-09,silver,15.45
2018-08-10,gold,1211.51
2018-08-10,silver,15.33
2018-08-13,gold,1194.28
2018-08-13,silver,14.99
2018-08-14,gold,1193.88
2018-08-14,silver,15.05
2018-08-15,gold,1175.49
2018-08-15,silver,14.44
2018-08-16,gold,1176.60
2018-08-16,silver,14.66
2018-08-17,gold,1184.35
2018-08-17,silver,14.82
2018-08-20,gold,1190.46
2018-08-20,silver,14.76
2018-08-21,gold,1196.03
2018-08-21,silver,14.79
2018-08-22,gold,1196.67
2018-08-22,silver,14.76
2018-08-23,gold,1184.82
2018-08-23,silver,14.49
2018-08-24,gold,1205.76
2018-08-24,silver,14.82
2018-08-27,gold,1210.96
2018-08-27,silver,14.89
2018-08-28,gold,1201.89
2018-08-28,silver,14.71
2018-08-29,gold,1206.41
2018-08-29,silver,14.76
2018-08-30,gold,1200.33
2018-08-30,silver,14.55
2018-08-31,gold,1199.52
2018-08-31,silver,14.51
2018-09-03,gold,1201.38
2018-09-03,silver,14.50
2018-09-04,gold,1190.86
2018-09-04,silver,14.18
2018-09-05,gold,1196.69
2018-09-05,silver,14.19
2018-09-06,gold,1200.15
2018-09-06,silver,14.16
2018-09-07,gold,1196.45
2018-09-07,silver,14.16
2018-09-10,gold,1195.10
2018-09-10,silver,14.17
2018-09-11,gold,1196.81
2018-09-11,silver,14.14
2018-09-12,gold,1206.09
2018-09-12,silver,14.25
2018-09-13,gold,1201.95
2018-09-13,silver,14.15
2018-09-14,gold,1194.11
2018-09-14,silver,14.07
2018-09-17,gold,1201.34
2018-09-17,silver,14.18
2018-09-18,gold,1198.36
2018-09-18,silver,14.15
2018-09-19,gold,1204.04
2018-09-19,silver,14.24
2018-09-20,gold,1207.20
2018-09-20,silver,14.32
2018-09-21,gold,1199.01
2018-09-21,silver,14.30
2018-09-24,gold,1199.65
2018-09-24,silver,14.27
2018-09-25,gold,1200.04
2018-09-25,silver,14.45
2018-09-26,gold,1194.40
2018-09-26,silver,14.33
2018-09-27,gold,1182.70
2018-09-27,silver,14.25
2018-09-28,gold,1191.96
2018-09-28,silver,14.63
2018-10-01,gold,1188.45
2018-10-01,silver,14.50
2018-10-02,gold,1202.30
2018-10-02,silver,14.69
2018-10-03,gold,1198.21
2018-10-03,silver,14.65
2018-10-04,gold,1200.81
2018-10-04,silver,14.59
2018-10-05,gold,1202.97
2018-10-05,silver,14.64
2018-10-08,gold,1187.94
2018-10-08,silver,14.37
2018-10-09,gold,1189.75
2018-10-09,silver,14.39
2018-10-10,gold,1193.89
2018-10-10,silver,14.29
2018-10-11,gold,1223.39
2018-10-11,silver,14.58
2018-10-12,gold,1218.06
2018-10-12,silver,14.62
2018-10-15,gold,1226.18
2018-10-15,silver,14.70
2018-10-16,gold,1227.03
2018-10-16,silver,14.66
2018-10-17,gold,1223.51
2018-10-17,silver,14.62
2018-10-18,gold,1228.15
2018-10-18,silver,14.57
2018-10-19,gold,1226.44
2018-10-19,silver,14.63
2018-10-22,gold,1222.10
2018-10-22,silver,14.56
2018-10-23,gold,1231.62
2018-10-23,silver,14.74
2018-10-24,gold,1233.90
2018-10-24,silver,14.68
2018-10-25,gold,1231.58
2018-10-25,silver,14.65
2018-10-26,gold,1233.94
2018-10-26,silver,14.70
2018-10-29,gold,1230.24
2018-10-29,silver,14.47
2018-10-30,gold,1223.45
2018-10-30,silver,14.49
2018-10-31,gold,1215.37
2018-10-31,silver,14.27
2018-11-01,gold,1232.93
2018-11-01,silver,14.74
2018-11-02,gold,1233.04
2018-11-02,silver,14.74
2018-11-05,gold,1231.90
2018-11-05,silver,14.65
